Date CreatedTweet Content
2015-09-25 20:31:01,RT @Gwen4Congress: Wow: @JebBush's offensive comments about #BlackVoters are just another example of his out-of-touch/outdated thinking. ht…
2015-09-25 19:31:26,RT @madeleine: .@hillaryclinton will lift us all up. Proud to be part of #WomenforHillary http://t.co/xTsNxITkag
2015-09-25 18:56:49,"Today in 1981, Sandra Day O’Connor became the first woman appointed to the Supreme Court. http://t.co/TjH56UEYx6"
2015-09-25 17:52:52,"Hillary on @Pontifex's climate message: ""There’s no time to waste. We have to act now. Pope Francis is right."" http://t.co/ia2Ttt33Eo"
2015-09-25 16:41:09,RT @TheGlobalGoals: RT NOW if YOU believe that women's rights are human rights and support #Goal5 of the #GlobalGoals http://t.co/Lrn2wNSvyQ
2015-09-25 15:53:28,"You don’t have to be a scientist to take on climate change—you just have to be willing to act.
https://t.co/EpZ0Q7DPQ0"
2015-09-25 12:03:17,"For every daughter who dreams that someday, she’ll be president—join #WomenforHillary: http://t.co/RQ8cDCw0GU
https://t.co/2sy5o8PYDc"
2015-09-25 00:01:11,Wishing a blessed Eid to those celebrating Eid Al-Adha. My thoughts and prayers are with those affected by the tragedy in Mecca today. -H
2015-09-24 23:16:34,"RT @UzoAduba: In week full of proud moments, here's one more. So excited to be part of the #WomenForHillary video launching today: http://t…"
2015-09-24 23:00:52,"The official soundtrack for shattering glass ceilings, by #WomenforHillary on @Spotify: http://t.co/SeyywuBxGw http://t.co/Dpj169XB07"
2015-09-24 22:28:22,"RT @TheBriefing2016: Republicans voted to defund @PPact. If these Republicans were elected president, they would make it law. #GOPtbt
https…"
2015-09-24 22:06:58,"Gracias, @Pontifex. Tenemos que cuidar el medio ambiente, crear oportunidades económicas y defender los derechos y la dignidad de todos."
2015-09-24 21:42:59,Hillary believes that what’s good for women is good for America. http://t.co/hZBpaZcO2S http://t.co/HwXEVG59Jp
2015-09-24 20:57:39,"RT @rosenbergerlm: Another @HillaryClinton accomplishment: 5 years of helping women, families and environment with clean @cookstoves: http:…"
2015-09-24 20:33:06,RT @ChristinaMilian: So proud to be part of #WomenForHillary and show my daughter she can be anything she dreams. Watch our video: http://t…
2015-09-24 18:50:08,"The Senate was right to block a resolution that would defund Planned Parenthood. Now, stop these attacks—and don't shut down the government."
2015-09-24 18:20:03,RT @MichelleWKwan: For every girl who has ever dared to dream—watch our new video and join #WomenForHillary: @HillaryClinton http://t.co/mU…
2015-09-24 18:09:59,RT @BillieJeanKing: Here's to all the women proving we can do and be anything we dream. Join #WomenForHillary (and watch this video!): http…
2015-09-24 18:02:19,"This is our country, and we won’t stay trapped beneath glass. Join #WomenforHillary: http://t.co/RQ8cDCw0GU
https://t.co/6WL9CVVmA2"
2015-09-24 17:38:04,"Thank you, @Pontifex. We have much to do to care for our planet, strengthen economic opportunity, and defend the rights &amp; dignity of all. -H"
2015-09-24 17:09:11,"""A feminist is by definition someone who believes in equal rights."" —Hillary to Lena Dunham: http://t.co/GEjgbbBH5n http://t.co/n1jSaz4HnX"
2015-09-24 15:46:21,".@lenadunham: ""Do you consider yourself a feminist?""
Hillary: ""Yes. Absolutely."" http://t.co/GEjgbbBH5n http://t.co/mAIB4bL28z"
2015-09-24 12:06:04,It’s not enough to condemn campus sexual assault. We need to end it. http://t.co/M7x2xuNwpb
2015-09-24 02:04:03,"We must renew the basic bargain of America: If you work hard and you do your part, you should be able to get ahead and stay ahead."
2015-09-23 22:21:38,"☝️ No, really—read Hillary’s comprehensive plan for lowering health care costs for working families: http://t.co/7f9XkUYrBP"
2015-09-23 22:14:33,"Lower health care costs means families should see savings, not insurance companies. Hillary's plan addresses this. https://t.co/3vIluYFcz3"
2015-09-23 20:57:31,Hillary opposes the Keystone pipeline. Read why: http://t.co/Yttouh5fA4 http://t.co/C85aNV07ii
2015-09-23 19:50:28,RT @rosenbergerlm: An important show of support from women in the Senate for courageous women political prisoners. #FreeThe20. http://t.co/…
2015-09-23 18:48:05,Why Hillary opposes the Keystone pipeline: http://t.co/Yttouh5fA4 http://t.co/pnoQAX4P7Z
2015-09-23 17:45:12,"Diversity is a strength, not a weakness. The GOP disagrees: https://t.co/uirbqn8YAq"
2015-09-23 15:38:36,"""Baseball is 90% mental—the other half is physical."" Yogi gave everything at least 140%. We'll miss him. My prayers are with his family. -H"
2015-09-23 14:24:37,"RT @TheBriefing2016: GOP vision for our country: ""We should not have a multicultural society."" So much for America the beautiful.
https://t…"
2015-09-23 13:04:50,RT @BrynneCraig: Listening to @HillaryClinton on @TJMShow NOW. Listen: http://t.co/vE2wYNPAuo
2015-09-23 12:42:43,Hillary is joining Tom Joyner on the @TJMShow! Tune in → http://t.co/dpg08DaOwu
2015-09-23 02:04:30,Good that Turing will lower an essential drug's price. Hillary's plan would prevent price gouging in the first place: http://t.co/bcNtasrkMN
2015-09-23 00:56:29,Time to invest in a clean energy future—not build a pipeline to carry our continent's dirtiest fuel across the US. I oppose Keystone XL. -H
2015-09-22 22:59:42,Good. https://t.co/UkOr0vfeHX
2015-09-22 22:40:36,@deray: Let's meet; we want to hear from anyone ready to address this urgent problem and work toward solutions. Our team will follow up.
2015-09-22 22:18:11,Wishing an easy fast for all those observing Yom Kippur.
2015-09-22 20:17:07,Hillary's prescription plan would cap out-of-pocket costs at $250 per month. What would you do with your savings? http://t.co/bTIkVKAdkl
2015-09-22 20:05:24,"""If we’re serious about raising people’s incomes, we have to bring down out-of-pocket costs."" —Hillary"
2015-09-22 20:02:45,"""If the medicine you need costs less in Canada, you should be able to buy it from Canada—or any country that meets our safety standards."""
2015-09-22 20:01:16,"""Under my plan, I’ll cap out-of-pocket drug costs for families. You won’t have to pay more than $250/month for covered medications.""—Hillary"
2015-09-22 19:56:26,"Hillary’s prescription drug reform plan: ""I want to both protect consumers and promote innovation—while putting an end to profiteering."""
2015-09-22 19:51:42,"The uninsured rate is the lowest in decades, but prescription costs, out-of-pocket costs, and premiums are growing. We need to do better."
